66.196.81.126	0.085378503	0.085378503	1
74.6.86	0.080089091	0.165467594	2
157.55.34.27	0.072598557	0.23806615	3
65.55.150	0.071456142	0.309522292	4
66.163.170.180	0.070601537	0.380123829	5
66.196.67.30	0.068847364	0.448971193	6
65.55.163	0.068763601	0.517734794	7
64.68.90.33	0.068644848	0.586379642	8
216.32.237.18	0.068168502	0.654548144	9
66.196.81.215	0.067394634	0.721942778	10
66.196.67.229	0.066590819	0.788533597	11
65.55.147	0.06598445	0.854518047	12
66.196.67.236	0.065793635	0.920311682	13
216.34.42.211	0.06503289	0.985344572	14
64.68.90.32	0.062535502	1.047880074	15
65.55.218	0.062260752	1.110140826	16
209.249.67.126	0.062209402	1.172350227	17
64.233.173.223	0.061791543	1.234141771	18
209.249.67.143	0.061712718	1.295854489	19
64.241.243.124	0.061454013	1.357308502	20
67.195.53.111	0.060652616	1.417961118	21
209.73.164	0.060363194	1.478324312	22
209.67.252.211	0.060225655	1.538549967	23
216.34.42.112	0.059950411	1.598500378	24
65.55.7	0.059571213	1.658071591	25
66.196.67.118	0.059439276	1.717510866	26
66.196.81.194	0.059293361	1.776804227	27
202.96.51.153	0.059253739	1.836057966	28
64.68.90.36	0.058430261	1.894488227	29
216.34.42.176	0.058140239	1.952628466	30
66.196.81.130	0.058117306	2.010745772	31
65.192.195.15	0.058117012	2.068862784	32
65.54.164.74	0.057730215	2.126592998	33
64.68.90.25	0.057684274	2.184277272	34
65.55.15	0.057433303	2.241710576	35
67.195.52	0.057306882	2.299017458	36
65.54.164.38	0.057266382	2.35628384	37
209.185.143	0.057151706	2.413435545	38
209.73.174.251	0.057120636	2.470556181	39
64.68.90.159	0.056960509	2.52751669	40
66.196.81.86	0.056550074	2.584066764	41
66.196.81.131	0.056532334	2.640599098	42
64.68.90.50	0.056295743	2.696894841	43
65.55.49	0.0562705	2.753165341	44
66.196.81.124	0.056267101	2.809432443	45
66.196.67.103	0.056233702	2.865666144	46
65.54.164.34	0.056028234	2.921694378	47
65.54.164.115	0.055642512	2.97733689	48
216.239.51.97	0.055564335	3.032901225	49
212.187.226.99	0.055432579	3.088333804	50
68.142.230.158	0.055312321	3.143646125	51
66.196.81.137	0.055303434	3.198949559	52
68.142.230.152	0.055246488	3.254196047	53
66.196.81.118	0.054996428	3.309192475	54
64.55.148.44	0.054872997	3.364065472	55
64.68.90.4	0.054829883	3.418895355	56
64.68.90.191	0.054799969	3.473695323	57
65.54.165	0.054760007	3.52845533	58
64.68.90.144	0.054645518	3.583100849	59
68.142.251	0.054639581	3.63774043	60
65.55.192	0.054596474	3.692336904	61
65.192.195.30	0.05442368	3.746760584	62
209.249.67.114	0.054396272	3.801156856	63
66.17.148.153	0.054391812	3.855548668	64
216.34.121.19	0.054266674	3.909815342	65
72.30.226	0.054224503	3.964039845	66
66.163.170.184	0.054150055	4.018189901	67
64.233.173.194	0.05403287	4.072222771	68
65.54.164.75	0.053873519	4.126096289	69
216.239.53.98	0.053853734	4.179950023	70
63.236.92.151	0.053609253	4.233559277	71
65.55.71	0.053599149	4.287158426	72
66.196.67.77	0.053518661	4.340677087	73
64.68.90.71	0.05351286	4.394189947	74
65.55.81	0.053472978	4.447662925	75
209.73.176.136	0.053345927	4.501008851	76
216.239.57.99	0.053122731	4.554131582	77
64.68.90.199	0.053116356	4.607247938	78
64.233.173.242	0.053074686	4.660322624	79
216.34.42.213	0.05301385	4.713336475	80
128.177.244.86	0.052965232	4.766301707	81
66.196.67.78	0.052900067	4.819201774	82
65.55.164	0.05267897	4.871880744	83
68.142.230.153	0.052630335	4.924511078	84
209.249.67.134	0.052556224	4.977067302	85
216.32.237.9	0.052520551	5.029587854	86
64.68.90.64	0.052422728	5.082010582	87
72.30.128	0.052316357	5.134326938	88
66.196.67.105	0.052270348	5.186597286	89
66.196.81.144	0.052120733	5.238718019	90
206.190.43.81	0.052109504	5.290827523	91
64.241.243.123	0.05208969	5.342917213	92
68.142.230.212	0.052022077	5.39493929	93
66.196.67.210	0.051957886	5.446897176	94
65.54.164.44	0.051950457	5.498847633	95
68.142.230.209	0.051718336	5.550565969	96
216.39.48	0.051698911	5.602264881	97
65.55.186	0.051598946	5.653863827	98
68.142.211.69	0.051527559	5.705391386	99
66.196.81.87	0.051517421	5.756908806	100
207.46.89.17	0.051425531	5.808334337	101
209.249.67.121	0.051378736	5.859713073	102
68.142.230.192	0.051337603	5.911050676	103
64.68.90.7	0.0513082	5.962358876	104
64.68.90.9	0.0512003	6.013559176	105
64.68.90.187	0.051180637	6.064739814	106
65.55.10	0.051152066	6.11589188	107
64.68.90.49	0.051116804	6.167008683	108
209.249.67.144	0.051091684	6.218100367	109
68.142.230.49	0.051039802	6.269140169	110
65.55.157	0.050953372	6.320093542	111
65.192.195.18	0.050932639	6.37102618	112
66.196.81.117	0.050915828	6.421942009	113
207.46.238.143	0.050895743	6.472837752	114
65.55.95	0.050884012	6.523721764	115
65.54.164.86	0.05074684	6.574468604	116
63.194.155.147	0.050734386	6.62520299	117
65.55.170	0.050593053	6.675796043	118
209.249.66.10	0.050535144	6.726331187	119
216.34.42.114	0.050500076	6.776831264	120
216.200.130.20	0.050435333	6.827266597	121
208.146.27.58	0.050340606	6.877607203	122
63.163.102.182	0.050289507	6.92789671	123
65.55.245	0.050280298	6.978177008	124
65.55.127	0.050222102	7.02839911	125
64.68.90.203	0.05020581	7.07860492	126
65.54.164.83	0.050091796	7.128696716	127
65.55.78	0.050090652	7.178787368	128
204.123.13.66	0.049913245	7.228700613	129
64.233.173.252	0.049911324	7.278611937	130
66.196.81.106	0.049905635	7.328517572	131
219.142.53.21	0.049857573	7.378375145	132
68.142.230.247	0.049837107	7.428212252	133
216.239.193.75	0.049682721	7.477894973	134
66.196.67.231	0.049645696	7.52754067	135
216.32.237.25	0.049620395	7.577161065	136
209.131.41	0.049568216	7.626729282	137
216.200.130.242	0.049508619	7.6762379	138
66.196.93.19	0.049503681	7.725741582	139
65.55.137	0.049474636	7.775216218	140
64.68.91	0.049465394	7.824681613	141
219.142.53.26	0.049404176	7.874085789	142
65.55.225	0.049398881	7.923484669	143
68.142.230.167	0.049368814	7.972853484	144
213.216.143.37	0.049348619	8.022202102	145
65.192.195.31	0.049286281	8.071488383	146
64.68.90.31	0.049148778	8.120637161	147
202.212.5.32	0.04909678	8.16973394	148
65.54.164.73	0.049090928	8.218824869	149
216.109.126.146	0.049074173	8.267899042	150
72.30.221	0.049061689	8.316960731	151
66.196.81.181	0.049044758	8.366005489	152
65.54.164.91	0.049034407	8.415039896	153
64.68.90.80	0.049026586	8.464066482	154
66.196.81.184	0.048865954	8.512932436	155
64.68.82	0.048856878	8.561789314	156
66.228.182.188	0.048633483	8.610422798	157
64.68.90.72	0.048539545	8.658962342	158
66.17.148.185	0.04849425	8.707456592	159
65.54.164.98	0.048467474	8.755924066	160
